condition,group,stem,n_sickle,n_cells,polymer_length_um,polymer_um_per_100_cells,polymer_um_per_100_sickle_cells
A-UNT,neg_control,D13_03_1_8_Bright Field_001,0,40,0.0,0.0,
A-UNT,neg_control,D13_03_1_8_Bright Field_002,1,30,5.053874369496125,16.846247898320417,505.3874369496125
A-UNT,neg_control,D13_03_1_9_Bright Field_001,0,26,0.0,0.0,
A-UNT,neg_control,D13_03_1_9_Bright Field_002,1,57,0.0,0.0,0.0
A-UNT,neg_control,D14_03_1_10_Bright Field_001,0,13,7.895936882960047,60.737976022769594,
A-UNT,neg_control,D14_03_1_10_Bright Field_002,0,21,7.344642494304065,34.97448806811459,
A-UNT,neg_control,D14_03_1_11_Bright Field_001,0,19,0.0,0.0,
A-UNT,neg_control,D14_03_1_11_Bright Field_002,0,27,0.0,0.0,
A-UNT,neg_control,D14_03_1_12_Bright Field_001,0,37,1.7114049476936555,4.62541877755042,
A-UNT,neg_control,D14_03_1_12_Bright Field_002,0,26,6.567625496948127,25.260098065185105,
A-UNT,neg_control,D14_03_1_13_Bright Field_001,1,23,10.431619220524734,45.35486617619449,1043.1619220524733
A-UNT,neg_control,D14_03_1_13_Bright Field_002,1,28,20.717771054935938,73.99203948191406,2071.777105493594
A-UNT,neg_control,D14_03_1_14_Bright Field_001,0,16,15.58952264542807,97.43451653392545,
A-UNT,neg_control,D14_03_1_14_Bright Field_002,0,20,26.831926443462866,134.15963221731434,
A-UNT,neg_control,D14_03_1_15_Bright Field_001,0,8,0.0,0.0,
A-UNT,neg_control,D14_03_1_15_Bright Field_002,0,25,0.0,0.0,
A-UNT,neg_control,D14_03_1_16_Bright Field_001,0,21,27.69905875997732,131.90027980941582,
A-UNT,neg_control,D14_03_1_16_Bright Field_002,0,34,29.642892141835134,87.1849768877504,
A-UNT,neg_control,D14_03_1_1_Bright Field_001,0,19,4.1125160439693245,21.644821284049076,
A-UNT,neg_control,D14_03_1_1_Bright Field_002,1,31,2.086521770943321,6.730715390139745,208.6521770943321
A-UNT,neg_control,D14_03_1_2_Bright Field_001,1,22,7.768223038515863,35.31010472052665,776.8223038515863
A-UNT,neg_control,D14_03_1_2_Bright Field_002,1,29,4.6392534915621315,15.997425832972867,463.92534915621314
A-UNT,neg_control,D14_03_1_3_Bright Field_001,0,27,8.351933562427199,30.933087268248887,
A-UNT,neg_control,D14_03_1_3_Bright Field_002,2,21,0.0,0.0,0.0
A-UNT,neg_control,D14_03_1_4_Bright Field_001,0,28,0.0,0.0,
A-UNT,neg_control,D14_03_1_4_Bright Field_002,2,27,4.864895426841953,18.018131210525752,243.24477134209764
A-UNT,neg_control,D14_03_1_5_Bright Field_001,0,18,12.479940831179201,69.33300461766223,
A-UNT,neg_control,D14_03_1_5_Bright Field_002,0,21,17.692618321286513,84.25056343469768,
A-UNT,neg_control,D14_03_1_6_Bright Field_001,0,26,0.0,0.0,
A-UNT,neg_control,D14_03_1_6_Bright Field_002,0,22,1.6328176292114385,7.421898314597447,
A-UNT,neg_control,D14_03_1_7_Bright Field_001,0,26,0.0,0.0,
A-UNT,neg_control,D14_03_1_7_Bright Field_002,0,28,0.0,0.0,
A-UNT,neg_control,D14_03_1_8_Bright Field_001,0,31,6.711184492833337,21.64898223494625,
A-UNT,neg_control,D14_03_1_8_Bright Field_002,0,31,7.7052892832401625,24.85577188141988,
A-UNT,neg_control,D14_03_1_9_Bright Field_001,2,20,11.494504235405548,57.47252117702774,574.7252117702774
A-UNT,neg_control,D14_03_1_9_Bright Field_002,1,21,17.22309660608933,82.01474574328253,1722.3096606089332
A-UNT,neg_control,D15_03_1_10_Bright Field_001,3,44,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_10_Bright Field_002,0,56,0.0,0.0,
A-UNT,neg_control,D15_03_1_11_Bright Field_001,0,31,5.515220849149631,17.791034997256876,
A-UNT,neg_control,D15_03_1_11_Bright Field_002,0,42,0.0,0.0,
A-UNT,neg_control,D15_03_1_12_Bright Field_001,0,34,1.6835143741610215,4.951512865179475,
A-UNT,neg_control,D15_03_1_12_Bright Field_002,0,42,1.7546013975287604,4.177622375068477,
A-UNT,neg_control,D15_03_1_13_Bright Field_001,0,32,9.508592151825832,29.714350474455724,
A-UNT,neg_control,D15_03_1_13_Bright Field_002,0,56,10.788654322504623,19.265454147329685,
A-UNT,neg_control,D15_03_1_14_Bright Field_001,1,34,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_14_Bright Field_002,0,33,3.087951655077231,9.357429257809791,
A-UNT,neg_control,D15_03_1_15_Bright Field_001,0,25,5.827566380192051,23.3102655207682,
A-UNT,neg_control,D15_03_1_15_Bright Field_002,0,39,5.794690190353871,14.858179975266335,
A-UNT,neg_control,D15_03_1_16_Bright Field_001,0,31,1.922185444417754,6.200598207799207,
A-UNT,neg_control,D15_03_1_16_Bright Field_002,1,48,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_1_Bright Field_001,0,44,1.8865584599445684,4.287632863510383,
A-UNT,neg_control,D15_03_1_1_Bright Field_002,0,42,1.6992453231832103,4.045822198055263,
A-UNT,neg_control,D15_03_1_2_Bright Field_001,1,28,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_2_Bright Field_002,0,39,0.0,0.0,
A-UNT,neg_control,D15_03_1_3_Bright Field_001,2,35,6.125702176294371,17.502006217983915,306.2851088147185
A-UNT,neg_control,D15_03_1_3_Bright Field_002,1,34,8.345783254580494,24.546421337001455,834.5783254580494
A-UNT,neg_control,D15_03_1_4_Bright Field_001,1,28,12.915391136839148,46.12639691728267,1291.5391136839148
A-UNT,neg_control,D15_03_1_4_Bright Field_002,2,37,12.68751278612127,34.29057509762505,634.3756393060635
A-UNT,neg_control,D15_03_1_5_Bright Field_001,0,37,0.0,0.0,
A-UNT,neg_control,D15_03_1_5_Bright Field_002,0,53,2.22347302012788,4.195232113448831,
A-UNT,neg_control,D15_03_1_6_Bright Field_001,1,41,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_6_Bright Field_002,3,46,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_7_Bright Field_001,2,41,0.0,0.0,0.0
A-UNT,neg_control,D15_03_1_7_Bright Field_002,0,36,3.5355121332058714,9.820867036682976,
A-UNT,neg_control,D15_03_1_8_Bright Field_001,0,41,0.0,0.0,
A-UNT,neg_control,D15_03_1_8_Bright Field_002,1,50,13.057431361892645,26.11486272378529,1305.7431361892645
A-UNT,neg_control,D15_03_1_9_Bright Field_001,0,49,46.28083338405973,94.4506803756321,
A-UNT,neg_control,D15_03_1_9_Bright Field_002,0,41,42.95670197240465,104.7724438351333,
A-UNT,neg_control,D7_03_1_10_Bright Field_001,0,34,8.518260050184782,25.05370602995524,
A-UNT,neg_control,D7_03_1_10_Bright Field_002,0,51,8.00561908513453,15.697292323793196,
A-UNT,neg_control,D7_03_1_11_Bright Field_001,0,30,1.943887305735698,6.479624352452327,
A-UNT,neg_control,D7_03_1_11_Bright Field_002,1,36,7.728954515908253,21.469318099745145,772.8954515908252
A-UNT,neg_control,D7_03_1_12_Bright Field_001,0,33,13.476756656591965,40.838656535127164,
A-UNT,neg_control,D7_03_1_12_Bright Field_002,1,52,7.3028912572603835,14.044021648577662,730.2891257260384
A-UNT,neg_control,D7_03_1_13_Bright Field_001,1,39,15.87157572463145,40.696348011875514,1587.157572463145
A-UNT,neg_control,D7_03_1_13_Bright Field_002,0,67,5.035714466628683,7.51599174123684,
A-UNT,neg_control,D7_03_1_14_Bright Field_001,0,26,1.9005253744474193,7.309712978643921,
A-UNT,neg_control,D7_03_1_14_Bright Field_002,0,56,11.7300994181205,20.946606103786603,
A-UNT,neg_control,D7_03_1_15_Bright Field_001,0,25,22.059216653770523,88.23686661508209,
A-UNT,neg_control,D7_03_1_15_Bright Field_002,1,49,29.728969015747573,60.67136533826036,2972.8969015747575
A-UNT,neg_control,D7_03_1_16_Bright Field_001,0,46,1.9631953633526786,4.267816007288432,
A-UNT,neg_control,D7_03_1_16_Bright Field_002,0,49,0.0,0.0,
A-UNT,neg_control,D7_03_1_1_Bright Field_001,1,42,5.697576493418356,13.56565831766275,569.7576493418355
A-UNT,neg_control,D7_03_1_1_Bright Field_002,0,53,0.0,0.0,
A-UNT,neg_control,D7_03_1_2_Bright Field_001,0,31,6.053265828098752,19.526663961608875,
A-UNT,neg_control,D7_03_1_2_Bright Field_002,0,25,2.164719539757461,8.658878159029843,
A-UNT,neg_control,D7_03_1_3_Bright Field_001,1,42,4.122140789239653,9.814620926761078,412.2140789239653
A-UNT,neg_control,D7_03_1_3_Bright Field_002,0,21,0.0,0.0,
A-UNT,neg_control,D7_03_1_4_Bright Field_001,1,38,25.037835360681452,65.88904042284592,2503.783536068145
A-UNT,neg_control,D7_03_1_4_Bright Field_002,1,25,26.530041355818344,106.12016542327338,2653.0041355818344
A-UNT,neg_control,D7_03_1_5_Bright Field_001,0,50,0.0,0.0,
A-UNT,neg_control,D7_03_1_5_Bright Field_002,0,53,2.001217156554347,3.775881427461032,
A-UNT,neg_control,D7_03_1_6_Bright Field_001,0,31,0.0,0.0,
A-UNT,neg_control,D7_03_1_6_Bright Field_002,0,44,2.2065432044459414,5.014870919195321,
A-UNT,neg_control,D7_03_1_7_Bright Field_001,1,31,0.0,0.0,0.0
A-UNT,neg_control,D7_03_1_7_Bright Field_002,0,30,0.0,0.0,
A-UNT,neg_control,D7_03_1_8_Bright Field_001,0,38,9.90999682018864,26.078939000496423,
A-UNT,neg_control,D7_03_1_8_Bright Field_002,0,46,10.801820364052347,23.48221818272249,
A-UNT,neg_control,D7_03_1_9_Bright Field_001,0,37,1.8188768609693742,4.915883408025335,
A-UNT,neg_control,D7_03_1_9_Bright Field_002,0,47,2.139985666039182,4.553160991572727,
A-UNT,neg_control,D8_03_1_10_Bright Field_001,0,37,5.2081447665041205,14.076066936497623,
A-UNT,neg_control,D8_03_1_10_Bright Field_002,0,42,0.0,0.0,
A-UNT,neg_control,D8_03_1_11_Bright Field_001,2,27,2.221136758075267,8.226432437315804,111.05683790376335
A-UNT,neg_control,D8_03_1_11_Bright Field_002,0,42,5.200308804227795,12.381687629113799,
A-UNT,neg_control,D8_03_1_12_Bright Field_001,1,56,22.635835460719512,40.421134751284846,2263.5835460719513
A-UNT,neg_control,D8_03_1_12_Bright Field_002,1,90,33.41387959900984,37.126532887788706,3341.387959900984
A-UNT,neg_control,D8_03_1_13_Bright Field_001,3,46,2.698031980783338,5.865286914746387,89.93439935944461
A-UNT,neg_control,D8_03_1_13_Bright Field_002,1,67,28.893708916462394,43.124938681287155,2889.370891646239
A-UNT,neg_control,D8_03_1_14_Bright Field_001,1,40,4.2956089090646365,10.739022272661591,429.56089090646367
A-UNT,neg_control,D8_03_1_14_Bright Field_002,0,41,5.624241213545833,13.717661496453253,
A-UNT,neg_control,D8_03_1_15_Bright Field_001,0,32,2.188949408493716,6.840466901542863,
A-UNT,neg_control,D8_03_1_15_Bright Field_002,0,46,4.158160193340583,9.039478681175181,
A-UNT,neg_control,D8_03_1_16_Bright Field_001,0,46,0.0,0.0,
A-UNT,neg_control,D8_03_1_16_Bright Field_002,0,45,10.294140179870123,22.875867066378053,
A-UNT,neg_control,D8_03_1_1_Bright Field_001,0,49,6.498688778856597,13.262630160931831,
A-UNT,neg_control,D8_03_1_1_Bright Field_002,0,59,2.920090810839584,4.949306459050142,
A-UNT,neg_control,D8_03_1_2_Bright Field_001,0,42,17.60063225570355,41.906267275484645,
A-UNT,neg_control,D8_03_1_2_Bright Field_002,0,27,24.68574091863972,91.428670069036,
A-UNT,neg_control,D8_03_1_3_Bright Field_001,2,54,19.979411783840074,36.998910710814954,998.9705891920037
A-UNT,neg_control,D8_03_1_3_Bright Field_002,0,39,4.91481889801184,12.602099738491898,
A-UNT,neg_control,D8_03_1_4_Bright Field_001,0,90,10.8489348074389,12.054372008265444,
A-UNT,neg_control,D8_03_1_4_Bright Field_002,0,61,9.980717071224413,16.361831264302317,
A-UNT,neg_control,D8_03_1_5_Bright Field_001,1,35,4.815148118766911,13.757566053619744,481.51481187669106
A-UNT,neg_control,D8_03_1_5_Bright Field_002,0,59,22.79984303972445,38.643801762244834,
A-UNT,neg_control,D8_03_1_6_Bright Field_001,0,32,0.0,0.0,
A-UNT,neg_control,D8_03_1_6_Bright Field_002,0,50,8.115354681003344,16.23070936200669,
A-UNT,neg_control,D8_03_1_7_Bright Field_001,0,43,0.0,0.0,
A-UNT,neg_control,D8_03_1_7_Bright Field_002,1,48,1.8811757258772699,3.9191160955776456,188.11757258772698
A-UNT,neg_control,D8_03_1_8_Bright Field_001,1,78,17.248754491990127,22.11378781024375,1724.8754491990126
A-UNT,neg_control,D8_03_1_8_Bright Field_002,2,75,12.727349702959089,16.96979960394545,636.3674851479544
A-UNT,neg_control,D8_03_1_9_Bright Field_001,4,38,35.633801236913015,93.77316114977108,890.8450309228253
A-UNT,neg_control,D8_03_1_9_Bright Field_002,2,59,65.23586823251495,110.5692681907033,3261.7934116257475
A-UNT,neg_control,D9_03_1_10_Bright Field_001,0,39,15.150225181015086,38.84673123337202,
A-UNT,neg_control,D9_03_1_10_Bright Field_002,0,37,17.859923562029582,48.270063681161034,
A-UNT,neg_control,D9_03_1_11_Bright Field_001,0,48,4.262335157980256,8.879864912458865,
A-UNT,neg_control,D9_03_1_11_Bright Field_002,0,54,0.0,0.0,
A-UNT,neg_control,D9_03_1_12_Bright Field_001,0,54,3.4575300610187556,6.402833446331028,
A-UNT,neg_control,D9_03_1_12_Bright Field_002,0,52,1.7153376684296857,3.298726285441703,
A-UNT,neg_control,D9_03_1_13_Bright Field_001,2,51,9.294388926834873,18.224292013401712,464.71944634174366
A-UNT,neg_control,D9_03_1_13_Bright Field_002,0,83,12.178321904801656,14.672676993736934,
A-UNT,neg_control,D9_03_1_14_Bright Field_001,1,50,0.0,0.0,0.0
A-UNT,neg_control,D9_03_1_14_Bright Field_002,0,75,0.0,0.0,
A-UNT,neg_control,D9_03_1_15_Bright Field_001,1,44,234.42102432146908,532.7750552760662,23442.10243214691
A-UNT,neg_control,D9_03_1_15_Bright Field_002,1,79,189.5928639126833,239.99096697808014,18959.28639126833
A-UNT,neg_control,D9_03_1_16_Bright Field_001,1,46,0.0,0.0,0.0
A-UNT,neg_control,D9_03_1_16_Bright Field_002,1,88,10.39130883870863,11.808305498532535,1039.130883870863
A-UNT,neg_control,D9_03_1_1_Bright Field_001,0,37,6.390057475487254,17.27042560942501,
A-UNT,neg_control,D9_03_1_1_Bright Field_002,1,52,10.01003724616941,19.250071627248868,1001.0037246169411
A-UNT,neg_control,D9_03_1_2_Bright Field_001,2,51,12.36127470706699,24.237793543268605,618.0637353533494
A-UNT,neg_control,D9_03_1_2_Bright Field_002,2,49,0.0,0.0,0.0
A-UNT,neg_control,D9_03_1_3_Bright Field_001,1,47,3.446991353010647,7.334024155341802,344.6991353010647
A-UNT,neg_control,D9_03_1_3_Bright Field_002,0,31,3.216153579340845,10.37468896561563,
A-UNT,neg_control,D9_03_1_4_Bright Field_001,0,45,5.919142796904583,13.153650659787964,
A-UNT,neg_control,D9_03_1_4_Bright Field_002,0,42,4.614461133693433,10.986812223079601,
A-UNT,neg_control,D9_03_1_5_Bright Field_001,2,53,12.271730224805655,23.154207971331427,613.5865112402828
A-UNT,neg_control,D9_03_1_5_Bright Field_002,1,53,20.521868357487794,38.72050633488263,2052.1868357487792
A-UNT,neg_control,D9_03_1_6_Bright Field_001,2,53,38.2148605522586,72.10351047595962,1910.74302761293
A-UNT,neg_control,D9_03_1_6_Bright Field_002,4,62,45.85606588609191,73.96139659047083,1146.4016471522978
A-UNT,neg_control,D9_03_1_7_Bright Field_001,0,38,3.0042392916618343,7.9058928727943005,
A-UNT,neg_control,D9_03_1_7_Bright Field_002,1,48,5.030181754444417,10.479545321759202,503.0181754444417
A-UNT,neg_control,D9_03_1_8_Bright Field_001,0,47,17.615875790627385,37.48058678856891,
A-UNT,neg_control,D9_03_1_8_Bright Field_002,0,46,26.145236858180105,56.83747143082632,
A-UNT,neg_control,D9_03_1_9_Bright Field_001,0,46,0.0,0.0,
A-UNT,neg_control,D9_03_1_9_Bright Field_002,0,72,0.0,0.0,
ALHi,neg_control,E10_03_1_10_Bright Field_001,1,33,5.991945183892032,18.15740964815767,599.1945183892032
ALHi,neg_control,E10_03_1_10_Bright Field_002,5,38,2.781055613982541,7.318567405217213,55.62111227965082
ALHi,neg_control,E10_03_1_11_Bright Field_001,0,29,1.6382529175682479,5.649147991614647,
ALHi,neg_control,E10_03_1_11_Bright Field_002,0,29,8.462156804175084,29.179851048879602,
ALHi,neg_control,E10_03_1_12_Bright Field_001,0,33,6.423382630351496,19.464795849549986,
ALHi,neg_control,E10_03_1_12_Bright Field_002,0,54,6.718434550531045,12.441545463946381,
ALHi,neg_control,E10_03_1_13_Bright Field_001,0,22,9.642666866627922,43.83030393921783,
