condition,group,stem,n_sickle,n_cells,polymer_length_um,polymer_um_per_100_cells,polymer_um_per_100_sickle_cells
S-UNT,S-UNT,G19_03_1_10_Bright Field_001,3,84,103.90036507850371,123.69091080774251,3463.3455026167903
S-UNT,S-UNT,G19_03_1_10_Bright Field_002,4,84,174.96526943799677,208.2919874261866,4374.131735949919
S-UNT,S-UNT,G19_03_1_11_Bright Field_001,3,88,63.59338121177764,72.26520592247459,2119.7793737259212
S-UNT,S-UNT,G19_03_1_11_Bright Field_002,6,89,170.2959795194785,191.3437972128972,2838.2663253246415
S-UNT,S-UNT,G19_03_1_12_Bright Field_001,3,97,150.2489900733525,154.89586605500259,5008.2996691117505
S-UNT,S-UNT,G19_03_1_12_Bright Field_002,6,101,235.26543876742662,232.9360779875511,3921.090646123777
S-UNT,S-UNT,G19_03_1_13_Bright Field_002,3,60,62.811770012717034,104.68628335452838,2093.7256670905676
S-UNT,S-UNT,G19_03_1_14_Bright Field_002,5,65,160.01259841929084,246.17322833737052,3200.251968385817
S-UNT,S-UNT,G19_03_1_15_Bright Field_001,3,80,172.17300746712112,215.2162593339014,5739.1002489040375
S-UNT,S-UNT,G19_03_1_15_Bright Field_002,4,103,158.17576893985142,153.56870770859362,3954.3942234962856
S-UNT,S-UNT,G19_03_1_16_Bright Field_001,3,107,179.60355751376198,167.85379206893643,5986.785250458733
S-UNT,S-UNT,G19_03_1_16_Bright Field_002,6,120,241.1149367489921,200.92911395749343,4018.5822791498686
S-UNT,S-UNT,G19_03_1_1_Bright Field_001,5,107,135.99307844181183,127.09633499234751,2719.8615688362365
S-UNT,S-UNT,G19_03_1_1_Bright Field_002,7,124,244.1132734762698,196.86554312602402,3487.3324782324257
S-UNT,S-UNT,G19_03_1_2_Bright Field_001,4,105,57.415304877674686,54.68124274064256,1435.3826219418672
S-UNT,S-UNT,G19_03_1_2_Bright Field_002,5,138,208.893485417848,151.37209088249855,4177.8697083569605
S-UNT,S-UNT,G19_03_1_3_Bright Field_001,3,124,75.1540497863622,60.60810466642112,2505.13499287874
S-UNT,S-UNT,G19_03_1_3_Bright Field_002,4,121,144.26132270252384,119.22423363844946,3606.533067563096
S-UNT,S-UNT,G19_03_1_4_Bright Field_001,8,140,82.55026038396544,58.964471702832455,1031.878254799568
S-UNT,S-UNT,G19_03_1_4_Bright Field_002,6,141,171.19476561954582,121.41472738974882,2853.2460936590974
S-UNT,S-UNT,G19_03_1_5_Bright Field_001,3,92,119.94906437990356,130.379417804243,3998.3021459967854
S-UNT,S-UNT,G19_03_1_5_Bright Field_002,5,101,208.39030518915075,206.32703484074332,4167.806103783015
S-UNT,S-UNT,G19_03_1_6_Bright Field_001,3,98,97.3440692645841,99.330682923045,3244.80230881947
S-UNT,S-UNT,G19_03_1_6_Bright Field_002,4,88,156.41892478001049,177.74877815910284,3910.4731195002623
S-UNT,S-UNT,G19_03_1_7_Bright Field_002,5,99,61.15610976737346,61.773848249872174,1223.1221953474692
S-UNT,S-UNT,G19_03_1_8_Bright Field_001,6,99,106.04403694558519,107.11518883392444,1767.4006157597532
S-UNT,S-UNT,G19_03_1_8_Bright Field_002,8,117,110.7732167649572,94.67796304697197,1384.665209561965
S-UNT,S-UNT,G19_03_1_9_Bright Field_001,7,84,115.38721328771646,137.36573010442436,1648.3887612530923
S-UNT,S-UNT,G19_03_1_9_Bright Field_002,7,76,188.19467688577782,247.62457484970764,2688.49538408254
S-UNT,S-UNT,H18_03_1_10_Bright Field_001,3,97,168.31123346282308,173.51673552868357,5610.374448760769
S-UNT,S-UNT,H18_03_1_10_Bright Field_002,3,113,141.1020738433773,124.86909189679406,4703.4024614459095
S-UNT,S-UNT,H18_03_1_11_Bright Field_001,4,83,39.68602404846572,47.81448680538038,992.150601211643
S-UNT,S-UNT,H18_03_1_12_Bright Field_001,4,69,74.33467581396332,107.73141422313523,1858.3668953490828
S-UNT,S-UNT,H18_03_1_12_Bright Field_002,5,77,255.0742775008819,331.26529545569076,5101.485550017638
S-UNT,S-UNT,H18_03_1_13_Bright Field_001,11,113,243.11359614996366,215.14477535395014,2210.123601363306
S-UNT,S-UNT,H18_03_1_13_Bright Field_002,11,131,360.5656895753672,275.2409844086772,3277.8699052306106
S-UNT,S-UNT,H18_03_1_14_Bright Field_001,6,86,181.64796379336067,211.2185625504194,3027.4660632226783
S-UNT,S-UNT,H18_03_1_14_Bright Field_002,8,95,218.39619446595117,229.89073101679068,2729.9524308243895
S-UNT,S-UNT,H18_03_1_15_Bright Field_001,4,74,87.25634067555988,117.91397388589172,2181.408516888997
S-UNT,S-UNT,H18_03_1_15_Bright Field_002,3,80,71.8291519797151,89.78643997464388,2394.3050659905034
S-UNT,S-UNT,H18_03_1_16_Bright Field_001,3,51,56.44348121100078,110.67349257058977,1881.449373700026
S-UNT,S-UNT,H18_03_1_1_Bright Field_001,4,97,100.01879993954397,103.1121648861278,2500.4699984885992
S-UNT,S-UNT,H18_03_1_1_Bright Field_002,7,125,168.9361968259611,135.14895746076888,2413.3742403708725
S-UNT,S-UNT,H18_03_1_2_Bright Field_002,7,106,209.67526851471823,197.8068570893568,2995.360978781689
S-UNT,S-UNT,H18_03_1_3_Bright Field_001,6,82,90.60268500292891,110.49107927186452,1510.044750048815
S-UNT,S-UNT,H18_03_1_3_Bright Field_002,7,92,130.66140704150715,142.02326852337734,1866.591529164388
S-UNT,S-UNT,H18_03_1_4_Bright Field_002,5,93,313.097177113607,336.6636313049538,6261.943542272141
S-UNT,S-UNT,H18_03_1_5_Bright Field_001,3,101,91.87192444130567,90.96230142703531,3062.397481376856
S-UNT,S-UNT,H18_03_1_5_Bright Field_002,4,112,164.64876555487635,147.00782638828244,4116.219138871908
S-UNT,S-UNT,H18_03_1_6_Bright Field_001,4,88,104.7942652632775,119.08439234463353,2619.8566315819376
S-UNT,S-UNT,H18_03_1_6_Bright Field_002,10,114,260.8702667737437,228.8335673453892,2608.702667737437
S-UNT,S-UNT,H18_03_1_8_Bright Field_001,5,94,59.089400067268286,62.86106390134924,1181.7880013453657
S-UNT,S-UNT,H18_03_1_8_Bright Field_002,8,102,170.71151995811962,167.36423525305844,2133.893999476495
S-UNT,S-UNT,H18_03_1_9_Bright Field_001,6,106,92.54763713498107,87.3090916367746,1542.4606189163512
S-UNT,S-UNT,H18_03_1_9_Bright Field_002,10,122,298.2596810141975,244.47514837229303,2982.596810141975
S-UNT,S-UNT,H19_03_1_10_Bright Field_002,6,116,193.80590683701595,167.0740576181172,3230.098447283599
S-UNT,S-UNT,H19_03_1_11_Bright Field_002,7,127,222.88254289951888,175.49806527521173,3184.0363271359843
S-UNT,S-UNT,H19_03_1_12_Bright Field_001,5,124,162.45492650828388,131.01203750668054,3249.0985301656774
S-UNT,S-UNT,H19_03_1_12_Bright Field_002,6,153,233.47702203689647,152.59936080842908,3891.2837006149416
S-UNT,S-UNT,H19_03_1_13_Bright Field_002,6,84,257.6628367810193,306.7414723583563,4294.380613016988
S-UNT,S-UNT,H19_03_1_14_Bright Field_001,3,89,143.33096704907732,161.0460303922217,4777.69890163591
S-UNT,S-UNT,H19_03_1_14_Bright Field_002,4,99,355.7966817370217,359.39058761315323,8894.917043425543
S-UNT,S-UNT,H19_03_1_15_Bright Field_001,5,101,149.03048219108092,147.55493286245635,2980.609643821618
S-UNT,S-UNT,H19_03_1_15_Bright Field_002,6,126,170.0917240167104,134.99343175929397,2834.8620669451734
S-UNT,S-UNT,H19_03_1_16_Bright Field_001,8,120,265.9418712020004,221.618226001667,3324.273390025005
S-UNT,S-UNT,H19_03_1_16_Bright Field_002,7,136,261.40768657458324,192.2115342460171,3734.3955224940464
S-UNT,S-UNT,H19_03_1_1_Bright Field_001,4,160,166.41207911602717,104.00754944751698,4160.301977900679
S-UNT,S-UNT,H19_03_1_1_Bright Field_002,13,201,261.8337995564108,130.26557191861232,2014.106150433929
S-UNT,S-UNT,H19_03_1_2_Bright Field_001,4,138,71.44731339282228,51.77341550204513,1786.182834820557
S-UNT,S-UNT,H19_03_1_2_Bright Field_002,13,163,297.6642430932121,182.61610005718535,2289.7249468708624
S-UNT,S-UNT,H19_03_1_3_Bright Field_001,9,156,116.98847605997274,74.99261285895689,1299.8719562219194
S-UNT,S-UNT,H19_03_1_3_Bright Field_002,13,184,317.58730457584386,172.60179596513254,2442.9792659680297
S-UNT,S-UNT,H19_03_1_4_Bright Field_001,4,140,196.0219255840615,140.0156611314725,4900.5481396015375
S-UNT,S-UNT,H19_03_1_4_Bright Field_002,12,148,248.77226899796676,168.08937094457212,2073.102241649723
S-UNT,S-UNT,H19_03_1_5_Bright Field_001,3,107,138.21429968936633,129.17224270034237,4607.143322978877
S-UNT,S-UNT,H19_03_1_5_Bright Field_002,6,137,214.82383219189802,156.80571692839274,3580.3972031983008
S-UNT,S-UNT,H19_03_1_6_Bright Field_001,6,104,81.6445019377685,78.50432878631585,1360.7416989628082
S-UNT,S-UNT,H19_03_1_6_Bright Field_002,8,118,216.6644539446829,183.6139440209177,2708.3056743085363
S-UNT,S-UNT,H19_03_1_7_Bright Field_001,9,132,135.26263272993367,102.47169146207096,1502.9181414437073
S-UNT,S-UNT,H19_03_1_7_Bright Field_002,11,151,309.797632159327,205.16399480750133,2816.3421105393363
S-UNT,S-UNT,H19_03_1_8_Bright Field_001,5,130,93.61649598349713,72.01268921807471,1872.3299196699427
S-UNT,S-UNT,H19_03_1_8_Bright Field_002,7,144,264.2111023317739,183.47993217484296,3774.444319025341
S-UNT,S-UNT,H19_03_1_9_Bright Field_001,5,94,84.35740860402797,89.74192404683826,1687.1481720805593
S-UNT,S-UNT,H19_03_1_9_Bright Field_002,4,105,301.7764329386369,287.40612660822563,7544.4108234659225
S-UNT,S-UNT,I18_03_1_10_Bright Field_001,4,77,22.641106193692295,29.4040340177822,566.0276548423074
S-UNT,S-UNT,I18_03_1_10_Bright Field_002,4,93,109.14642723922137,117.36174971959288,2728.6606809805344
S-UNT,S-UNT,I18_03_1_12_Bright Field_002,4,112,225.59147536739474,201.4209601494596,5639.7868841848685
S-UNT,S-UNT,I18_03_1_13_Bright Field_001,3,82,112.72273683815224,137.4667522416491,3757.424561271742
S-UNT,S-UNT,I18_03_1_13_Bright Field_002,8,106,190.59029667959695,179.80216667886504,2382.3787084949618
S-UNT,S-UNT,I18_03_1_14_Bright Field_002,3,94,140.9831819380309,149.98210844471373,4699.439397934363
S-UNT,S-UNT,I18_03_1_15_Bright Field_001,5,80,39.44564112646368,49.3070514080796,788.9128225292736
S-UNT,S-UNT,I18_03_1_15_Bright Field_002,4,93,155.9815098299114,167.7220535805499,3899.5377457477853
S-UNT,S-UNT,I18_03_1_16_Bright Field_001,5,114,140.02993351932705,122.83327501695355,2800.598670386541
S-UNT,S-UNT,I18_03_1_16_Bright Field_002,10,123,430.012444532273,349.6036134408724,4300.12444532273
S-UNT,S-UNT,I18_03_1_1_Bright Field_001,3,81,146.43719405281988,180.78665932446899,4881.239801760662
S-UNT,S-UNT,I18_03_1_1_Bright Field_002,5,86,178.9389226845268,208.06851474944978,3578.778453690536
S-UNT,S-UNT,I18_03_1_3_Bright Field_002,6,68,125.47932946034952,184.5284256769846,2091.3221576724923
S-UNT,S-UNT,I18_03_1_4_Bright Field_001,3,62,23.946822608856067,38.62390743363882,798.2274202952023
S-UNT,S-UNT,I18_03_1_5_Bright Field_001,3,86,60.826924373170506,70.72898182926802,2027.5641457723502
S-UNT,S-UNT,I18_03_1_5_Bright Field_002,8,97,184.80346682531598,190.5190379642433,2310.04333531645
S-UNT,S-UNT,I18_03_1_6_Bright Field_001,3,66,53.03942521290536,80.36276547409902,1767.9808404301784
S-UNT,S-UNT,I18_03_1_6_Bright Field_002,7,73,104.61897214767514,143.3136604762673,1494.5567449667876
S-UNT,S-UNT,I18_03_1_7_Bright Field_002,4,65,198.789310995864,305.82970922440614,4969.7327748966
S-UNT,S-UNT,I18_03_1_8_Bright Field_001,5,70,139.39922457755827,199.1417493965118,2787.9844915511653
S-UNT,S-UNT,I18_03_1_9_Bright Field_001,4,91,102.94411792942674,113.12540431805137,2573.6029482356685
S-UNT,S-UNT,I18_03_1_9_Bright Field_002,3,101,125.9712150620359,124.72397530894644,4199.040502067864
S-UNT,S-UNT,I19_03_1_10_Bright Field_002,5,90,185.09678280744905,205.66309200827672,3701.9356561489813
S-UNT,S-UNT,I19_03_1_11_Bright Field_002,5,88,158.68659531111973,180.32567648990877,3173.7319062223946
S-UNT,S-UNT,I19_03_1_13_Bright Field_002,4,67,55.52522750965239,82.87347389500356,1388.1306877413097
S-UNT,S-UNT,I19_03_1_14_Bright Field_001,7,103,250.4364518372736,243.1421862497802,3577.6635976753373
S-UNT,S-UNT,I19_03_1_14_Bright Field_002,7,93,264.5718050520885,284.4858118839661,3779.5972150298358
S-UNT,S-UNT,I19_03_1_15_Bright Field_002,3,85,140.88188697476713,165.7433964409025,4696.062899158905
S-UNT,S-UNT,I19_03_1_1_Bright Field_001,12,125,131.73064864287892,105.38451891430313,1097.7554053573242
S-UNT,S-UNT,I19_03_1_1_Bright Field_002,8,103,241.1011490941963,234.07878552834592,3013.7643636774537
S-UNT,S-UNT,I19_03_1_2_Bright Field_001,7,126,122.37028965953901,97.11927750757064,1748.1469951362717
S-UNT,S-UNT,I19_03_1_2_Bright Field_002,7,139,216.75248170959145,155.93703720114493,3096.464024422735
S-UNT,S-UNT,I19_03_1_3_Bright Field_001,3,103,60.54645046973123,58.78296162109828,2018.2150156577075
S-UNT,S-UNT,I19_03_1_3_Bright Field_002,8,110,183.74828127192688,167.0438920653881,2296.8535158990862
S-UNT,S-UNT,I19_03_1_4_Bright Field_001,5,94,146.87060488412487,156.2453243448137,2937.4120976824975
S-UNT,S-UNT,I19_03_1_4_Bright Field_002,8,112,305.47540246825196,272.74589506093923,3818.4425308531495
S-UNT,S-UNT,I19_03_1_5_Bright Field_001,7,109,132.55347983882058,121.6086970998354,1893.6211405545798
S-UNT,S-UNT,I19_03_1_5_Bright Field_002,9,118,212.49727471351488,180.08243619789397,2361.0808301501656
S-UNT,S-UNT,I19_03_1_6_Bright Field_002,10,116,255.79420090513307,220.5122421595975,2557.942009051331
S-UNT,S-UNT,I19_03_1_7_Bright Field_001,7,72,83.15598321944141,115.49442113811307,1187.9426174205914
S-UNT,S-UNT,I19_03_1_7_Bright Field_002,5,105,216.11093492072195,205.8199380197352,4322.218698414439
S-UNT,S-UNT,I19_03_1_8_Bright Field_001,5,73,84.29797636019835,115.4766799454772,1685.9595272039671
S-UNT,S-UNT,I19_03_1_9_Bright Field_001,4,80,155.25299612537106,194.06624515671382,3881.3249031342766
S-UNT,S-UNT,I19_03_1_9_Bright Field_002,7,120,196.1466823226046,163.45556860217047,2802.095461751494
S-UNT,S-UNT,J18_03_1_10_Bright Field_001,5,78,173.3133086867882,222.19654959844638,3466.266173735764
S-UNT,S-UNT,J18_03_1_10_Bright Field_002,5,79,366.7428439701921,464.23144806353434,7334.856879403842
S-UNT,S-UNT,J18_03_1_11_Bright Field_002,8,108,380.5274515866902,352.340232950639,4756.593144833627
S-UNT,S-UNT,J18_03_1_13_Bright Field_002,4,82,170.9473867745763,208.47242289582476,4273.6846693644075
S-UNT,S-UNT,J18_03_1_14_Bright Field_001,5,92,164.32483813674835,178.61395449646562,3286.4967627349674
S-UNT,S-UNT,J18_03_1_14_Bright Field_002,5,89,170.51951584319173,191.59496162156375,3410.3903168638344
S-UNT,S-UNT,J18_03_1_15_Bright Field_002,7,93,216.10806202606676,232.37426024308255,3087.258028943811
S-UNT,S-UNT,J18_03_1_16_Bright Field_001,4,67,83.99041375268085,125.35882649653858,2099.7603438170213
S-UNT,S-UNT,J18_03_1_16_Bright Field_002,3,86,119.00220946350238,138.37466216686323,3966.7403154500794
S-UNT,S-UNT,J18_03_1_1_Bright Field_001,5,106,118.02305845748563,111.34250797876004,2360.461169149713
S-UNT,S-UNT,J18_03_1_1_Bright Field_002,4,113,168.08976119788247,148.75200106007298,4202.244029947062
S-UNT,S-UNT,J18_03_1_2_Bright Field_001,3,91,63.043118176028514,69.27815184178957,2101.4372725342837
S-UNT,S-UNT,J18_03_1_3_Bright Field_001,7,96,79.4984534117662,82.8108889705898,1135.69219159666
S-UNT,S-UNT,J18_03_1_3_Bright Field_002,7,107,265.78411561792217,248.39636973637587,3796.915937398888
S-UNT,S-UNT,J18_03_1_4_Bright Field_001,3,86,66.63632840911569,77.48410280129733,2221.2109469705233
S-UNT,S-UNT,J18_03_1_4_Bright Field_002,3,81,56.05284672819689,69.20104534345295,1868.4282242732297
S-UNT,S-UNT,J18_03_1_5_Bright Field_001,3,109,93.50273318202836,85.78232402020951,3116.757772734279
S-UNT,S-UNT,J18_03_1_5_Bright Field_002,9,127,282.3412726374916,222.3159627066863,3137.1252515276847
S-UNT,S-UNT,J18_03_1_6_Bright Field_001,4,86,115.32988381580284,134.10451606488704,2883.247095395071
S-UNT,S-UNT,J18_03_1_6_Bright Field_002,5,95,156.92393020207203,165.1830844232337,3138.4786040414406
S-UNT,S-UNT,J18_03_1_7_Bright Field_002,9,77,185.0521638111801,240.32748546906507,2056.135153457557
S-UNT,S-UNT,J18_03_1_8_Bright Field_001,3,69,44.779158865639516,64.89733168933263,1492.6386288546507
S-UNT,S-UNT,J18_03_1_8_Bright Field_002,5,77,97.6427229872163,126.80873115222896,1952.8544597443258
S-UNT,S-UNT,J18_03_1_9_Bright Field_001,5,77,176.13691915007,228.7492456494416,3522.7383830014005
S-UNT,S-UNT,J18_03_1_9_Bright Field_002,4,99,300.5881517328006,303.62439568969756,7514.703793320015
S-UNT,S-UNT,J19_03_1_12_Bright Field_001,5,103,162.35822045709244,157.62934024960433,3247.164409141849
S-UNT,S-UNT,J19_03_1_12_Bright Field_002,4,112,329.67722128891984,294.354661865107,8241.930532222996
S-UNT,S-UNT,J19_03_1_13_Bright Field_001,6,95,101.4810973520836,106.82220773903536,1691.3516225347266
S-UNT,S-UNT,J19_03_1_13_Bright Field_002,4,108,145.8117766413481,135.01090429754453,3645.2944160337024
S-UNT,S-UNT,J19_03_1_14_Bright Field_001,4,107,145.05007299828705,135.56081588624957,3626.2518249571763
S-UNT,S-UNT,J19_03_1_14_Bright Field_002,10,132,359.34907118828926,272.23414483961307,3593.4907118828924
S-UNT,S-UNT,J19_03_1_15_Bright Field_001,4,73,108.58094243872556,148.74101703935008,2714.523560968139
S-UNT,S-UNT,J19_03_1_15_Bright Field_002,4,76,208.22761082705495,273.98369845665127,5205.690270676374
S-UNT,S-UNT,J19_03_1_16_Bright Field_001,6,98,312.8448980972953,319.22948785438297,5214.081634954921
S-UNT,S-UNT,J19_03_1_16_Bright Field_002,9,106,477.0845640715858,450.0797774260244,5300.939600795398
S-UNT,S-UNT,J19_03_1_1_Bright Field_001,6,152,111.27004357172608,73.2039760340303,1854.5007261954345
S-UNT,S-UNT,J19_03_1_1_Bright Field_002,7,163,220.16572352079135,135.07099602502538,3145.224621725591
S-UNT,S-UNT,J19_03_1_2_Bright Field_001,8,128,164.3487764699174,128.39748161712296,2054.3597058739674
S-UNT,S-UNT,J19_03_1_2_Bright Field_002,5,168,202.71337652750253,120.66272412351343,4054.267530550051
S-UNT,S-UNT,J19_03_1_3_Bright Field_001,6,107,124.8341978763355,116.66747465078083,2080.5699646055914
S-UNT,S-UNT,J19_03_1_3_Bright Field_002,4,106,265.92124068853855,250.8690949891873,6648.031017213463
S-UNT,S-UNT,J19_03_1_4_Bright Field_001,3,125,38.61033162709495,30.88826530167596,1287.0110542364985
S-UNT,S-UNT,J19_03_1_5_Bright Field_001,3,113,132.1326577494881,116.93155553052044,4404.421924982937
S-UNT,S-UNT,J19_03_1_5_Bright Field_002,5,125,134.755895180455,107.80471614436401,2695.1179036091003
S-UNT,S-UNT,J19_03_1_6_Bright Field_001,6,85,215.7096201841939,253.7760237461105,3595.160336403232
S-UNT,S-UNT,J19_03_1_6_Bright Field_002,9,113,375.68922100462896,332.46833717223797,4174.3246778292105
S-UNT,S-UNT,J19_03_1_7_Bright Field_001,9,91,225.82367980975235,248.15788990082677,2509.1519978861375
S-UNT,S-UNT,J19_03_1_7_Bright Field_002,13,97,367.84949054012117,379.22627890734145,2829.61146569324
S-UNT,S-UNT,J19_03_1_8_Bright Field_001,4,87,156.45207625729194,179.82997270953095,3911.3019064322984
S-UNT,S-UNT,J19_03_1_8_Bright Field_002,7,108,226.13013451298679,209.37975417869146,3230.4304930426683
S-UNT,S-UNT,J19_03_1_9_Bright Field_001,3,69,112.71658870655915,163.35737493704227,3757.219623551972
S-UNT,S-UNT,J19_03_1_9_Bright Field_002,4,87,117.55708227026399,135.12308306926894,2938.9270567565995
S-UNT,S-UNT,K18_03_1_10_Bright Field_001,4,50,20.308392928151996,40.61678585630399,507.7098232037999
S-UNT,S-UNT,K18_03_1_10_Bright Field_002,3,54,67.91045072278094,125.7600939310758,2263.6816907593643
S-UNT,S-UNT,K18_03_1_13_Bright Field_001,3,41,66.39284860539468,161.93377708632846,2213.094953513156
S-UNT,S-UNT,K18_03_1_13_Bright Field_002,3,47,111.84038444650226,237.95826477979202,3728.0128148834083
S-UNT,S-UNT,K18_03_1_14_Bright Field_001,10,50,60.53234140163374,121.06468280326747,605.3234140163374
S-UNT,S-UNT,K18_03_1_14_Bright Field_002,12,55,95.41971658784641,173.4903937960844,795.1643048987202
S-UNT,S-UNT,K18_03_1_15_Bright Field_001,10,68,73.88729181952895,108.65778208754259,738.8729181952896
S-UNT,S-UNT,K18_03_1_15_Bright Field_002,10,67,51.95672927631918,77.5473571288346,519.5672927631919
S-UNT,S-UNT,K18_03_1_16_Bright Field_002,3,53,256.67677891067825,484.29580926543065,8555.892630355942
S-UNT,S-UNT,K18_03_1_1_Bright Field_001,3,41,42.39539586164461,103.40340454059661,1413.1798620548204
S-UNT,S-UNT,K18_03_1_2_Bright Field_002,4,47,48.048578497256884,102.23101807926997,1201.2144624314221
S-UNT,S-UNT,K18_03_1_4_Bright Field_001,3,53,130.63090805057053,246.4734114161708,4354.363601685684
S-UNT,S-UNT,K18_03_1_4_Bright Field_002,6,75,280.82615790819784,374.4348772109305,4680.435965136631
S-UNT,S-UNT,K18_03_1_5_Bright Field_002,4,43,124.93947569787684,290.55692022762054,3123.486892446921
S-UNT,S-UNT,K18_03_1_6_Bright Field_001,3,63,19.21926944456504,30.506776896134983,640.6423148188346
S-UNT,S-UNT,K18_03_1_6_Bright Field_002,4,60,66.4308073068479,110.71801217807982,1660.7701826711973
S-UNT,S-UNT,K18_03_1_8_Bright Field_002,3,58,155.45834935459706,268.0316368182708,5181.944978486569
S-UNT,S-UNT,K19_03_1_10_Bright Field_002,6,90,118.87329928801795,132.0814436533533,1981.2216548002991
S-UNT,S-UNT,K19_03_1_11_Bright Field_002,3,88,124.83842548592862,141.8618471431007,4161.280849530954
S-UNT,S-UNT,K19_03_1_12_Bright Field_001,6,84,147.97219675036743,176.15737708377077,2466.2032791727906
S-UNT,S-UNT,K19_03_1_12_Bright Field_002,8,98,169.86596332750858,173.33261564031488,2123.3245415938572
S-UNT,S-UNT,K19_03_1_13_Bright Field_002,5,91,151.47231292516287,166.4530911265526,3029.446258503257
S-UNT,S-UNT,K19_03_1_14_Bright Field_001,5,100,58.47360897699049,58.47360897699049,1169.4721795398098
S-UNT,S-UNT,K19_03_1_14_Bright Field_002,5,123,239.61980243452473,194.81284750774367,4792.396048690494
S-UNT,S-UNT,K19_03_1_15_Bright Field_001,5,93,88.32105567242259,94.96887706712107,1766.4211134484517
S-UNT,S-UNT,K19_03_1_15_Bright Field_002,3,111,199.2499420600061,179.5044523063118,6641.664735333537
S-UNT,S-UNT,K19_03_1_16_Bright Field_001,3,79,81.94950236572103,103.73354729838105,2731.650078857368
S-UNT,S-UNT,K19_03_1_16_Bright Field_002,4,81,110.78925711430948,136.77686063494997,2769.731427857737
S-UNT,S-UNT,K19_03_1_1_Bright Field_001,3,103,100.72102701755944,97.78740487141692,3357.3675672519807
S-UNT,S-UNT,K19_03_1_1_Bright Field_002,10,123,210.02007858040983,170.74803136618686,2100.2007858040984
S-UNT,S-UNT,K19_03_1_2_Bright Field_001,6,91,86.83035711627815,95.41797485305291,1447.172618604636
S-UNT,S-UNT,K19_03_1_2_Bright Field_002,4,115,180.39637818621688,156.86641581410163,4509.9094546554215
S-UNT,S-UNT,K19_03_1_3_Bright Field_001,10,107,149.53943817391564,139.75648427468752,1495.3943817391564
S-UNT,S-UNT,K19_03_1_3_Bright Field_002,6,94,219.3739506345819,233.3765432282786,3656.232510576365
S-UNT,S-UNT,K19_03_1_4_Bright Field_001,8,83,63.52811959512985,76.53990312666247,794.1014949391231
S-UNT,S-UNT,K19_03_1_4_Bright Field_002,8,93,185.3874688909807,199.34136439890398,2317.343361137259
S-UNT,S-UNT,K19_03_1_5_Bright Field_001,7,92,130.27202532777378,141.6000275301889,1861.028933253911
S-UNT,S-UNT,K19_03_1_5_Bright Field_002,8,93,263.94045725238186,283.80694328213104,3299.255715654773
S-UNT,S-UNT,K19_03_1_6_Bright Field_001,6,99,54.10300396354949,54.6494989530803,901.7167327258248
S-UNT,S-UNT,K19_03_1_6_Bright Field_002,3,98,138.82330914847836,141.65643790661056,4627.4436382826125
S-UNT,S-UNT,K19_03_1_7_Bright Field_002,6,110,237.02102807931726,215.4736618902884,3950.350467988621
S-UNT,S-UNT,K19_03_1_8_Bright Field_002,8,83,226.966708063859,273.45386513717955,2837.0838507982376
S-UNT,S-UNT,K19_03_1_9_Bright Field_001,4,82,48.671302227937886,59.35524661943644,1216.7825556984471
S-UNT,S-UNT,K19_03_1_9_Bright Field_002,8,94,196.94543164651938,209.5164166452334,2461.8178955814924
S-UNT,S-UNT,M10_03_1_10_Bright Field_002,5,41,48.80013595713969,119.02472184668217,976.0027191427938
S-UNT,S-UNT,M10_03_1_12_Bright Field_001,6,95,154.80147525309283,162.9489213190451,2580.024587551547
S-UNT,S-UNT,M10_03_1_12_Bright Field_002,9,91,223.01868922860277,245.07548266879425,2477.985435873364
S-UNT,S-UNT,M10_03_1_13_Bright Field_001,3,59,55.62514289664024,94.27990321464448,1854.171429888008
S-UNT,S-UNT,M10_03_1_13_Bright Field_002,4,72,138.63016433214906,192.5418949057626,3465.7541083037268
S-UNT,S-UNT,M10_03_1_14_Bright Field_001,3,40,85.9757849251124,214.93946231278096,2865.8594975037463
S-UNT,S-UNT,M10_03_1_15_Bright Field_001,3,55,109.7287652499802,199.50684590905493,3657.6255083326737
S-UNT,S-UNT,M10_03_1_1_Bright Field_002,4,58,259.4830373696277,447.3845471890133,6487.075934240693
S-UNT,S-UNT,M10_03_1_2_Bright Field_002,8,78,100.27628321704132,128.5593374577453,1253.4535402130166
S-UNT,S-UNT,M10_03_1_3_Bright Field_001,4,84,141.70066507136343,168.69126794209933,3542.516626784086
S-UNT,S-UNT,M10_03_1_3_Bright Field_002,5,85,173.75021474322133,204.41201734496627,3475.004294864427
S-UNT,S-UNT,M10_03_1_5_Bright Field_001,3,49,81.7252059391934,166.78613456978246,2724.173531306447
S-UNT,S-UNT,M10_03_1_5_Bright Field_002,3,61,138.7743013294294,227.49885463840886,4625.810044314313
S-UNT,S-UNT,M10_03_1_6_Bright Field_002,4,65,61.29651326624369,94.30232810191337,1532.4128316560923
S-UNT,S-UNT,M10_03_1_7_Bright Field_001,5,53,109.82977000256409,207.2259811369134,2196.595400051282
S-UNT,S-UNT,M10_03_1_8_Bright Field_002,7,121,223.64068525742326,184.8270126094407,3194.8669322489036
S-UNT,S-UNT,M10_03_1_9_Bright Field_001,5,49,143.779462487183,293.42747446363876,2875.58924974366
S-UNT,S-UNT,M10_03_1_9_Bright Field_002,4,61,163.58201409873567,268.1672362274355,4089.550352468392
